Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Year,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,ConGen,ConRen,Cons,Polps,PpsGe,PpsGe:St,PpsGe:Sub,PpsEx,PpsEx:St,PpsEx:Sub,PpsOro,PpsOro:St,PpsOro:Sub,PpsOthPr,PpsOthPr:St,PpsOthPr:Sub,PpsVet,PpsVet:St,PpsVet:Sub,PpsAut,PpsAut:St,PpsAut:Sub,PpsInt,PpsInt:St,PpsInt:Sub,PpsOth,PpsOth:St,PpsOth:Sub,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,HrBor,HrTrinc,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrCit,CitGen,CitRights,CitDef,CitOth,HrDem,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrMob,Prot,ProtCiv,ProtGrp,ProtOth,RiOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
Cote d'Ivoire,Government,5,Cote D'Ivoire: peace process,Africa (excl MENA),473,1,Conclusions of the Conference of Heads of State on Côte d'Ivoire (Paris Conclusions),2003,26/01/2003,Multiparty signed/agreed,4,10457,InterIntra,Imp,ImpMod,"Agreement not signed, but the following Heads of State and international organisations participated.  At the invitation of the President of the French Republic, Mr. Jacques Chirac, the heads of State of Benin, Burkina Faso, Cameroon, Cape Verde, Cote d'Ivoire, Gabon, Ghana, Liberia, Mali, Senegal, and South Africa, representatives of the heads of State of Angola, the Gambia, Guinea, the Niger, Nigeria, Sierra Leone and Togo, the Secretary-General of the United Nations, Mr. Kofi Annan, representatives of the States members of the European Union, the President of the European Commission, Mr. Romano Prodi, the High Representative for the Common Foreign and Security Policy (CFSP), Mr. Javier Solana, and the President of the International Organization of la Francophonie, Mr. Abdou Diouf, and representatives of the United Nations Development Programme (UNDP), the World Bank, the International Monetary Fund (IMF), the African Development Bank (ADB), the Office of the United Nations High Com missioner for Human Rights, the Office of the United Nations High Commissioner for Refugees (UNHCR), the International Committee of the Red Cross (ICRC) and the Community of Sant'Egidio met at Paris on 25 and 26 January 2003 to consider and adopt the reconciliation agreement concluded by the political forces of Cote d'Ivoire at Linas-Marcoussis and to offer their support for its proper implementation.",,"Page 1, Paragraph 4
The Conference took note of the Agreement signed at Linas-Marcoussis on 24 January 2003 by the round table of Ivorian political forces, which was submitted to it by Mr. Pierre Mazeaud. It commended the participants for the loftiness of their vision and for their sense of responsibility. 

Page 3, Paragraph 13
The Conference affirms the importance of support from the States members of ECOWAS and the United Nations in restoring peace and security in Cote d'Ivoire. It expresses its gratitude to ECOWAS and France for having committed troops to participate in the military and security effort, and welcomes the adoption of the statement issued by the President of the United Nations Security Council on 20 December 2002, which endorsed that deployment. 

Page 3, Paragraph 14
The heads of State invite the Secretary-General of the United Nations and the participating States that are also members of the United Nations Security Council to arrange to have the conclusions of the Conference endorsed by the Council. The Conference expresses the hope that the Security Council will affirm, in accordance with the Charter of the United Nations, the right of the ECOWAS forces and the forces supporting them to take the necessary steps to ensure the security and freedom of movement of their personnel and to ensure, without prejudice to the responsibilities of the Government of National Reconciliation, the protection of civilians immediately threatened with physical violence within their zones of operation, using the means available to them. The Conference also invites the Secretary-General of the United Nations to submit to the Security Council proposals for strengthening the presence of the United Nations system, particularly in the area of security, humanitarian assistance and human rights.",CIV,,437,,419,,,925,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
Burundi,Government,16,Burundi: Arusha and related peace process,Africa (excl MENA),1304,1,Joint Declaration of Agreement between the Government of Burundi and the CNDD-FDD (The Pretorial Protocol),2003,27/01/2003,Multiparty signed/agreed,1,1903,Intra,Cea,Ceas,"- President Pierre Buyoya, Government of Burundi 
- Mr Pierre Nkurunziza, Representing the Transtional The Legal Representative of the CNDD-FDD",,,BDI,,516,,287,,,918,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
South Sudan/Sudan,Government/territory,109,Sudanese (North-South) peace process,Africa (excl MENA),461,1,Addendum to the Memorandum of Understanding on Cessation of Hostilities between the Govt of Sudan and the Sudan People's Liberation Movement/Army,2003,04/02/2003,Multiparty signed/agreed,3,2677,Intra,Cea,Rel,"Hon Idris Mohammed Abdul Gadir, for the Government of the Sudan; Cdr, Nhial Deng Nhial, for the Sudan People's Liberation Movement/Army (SPLM/A)","Signed: Lt Gen Lazro K. Sumbeiywo, Special Envoy IGAD Sudan Peace Process and on behalf of IGAD Envoys","Memorandum of Understanding (MOU) between the Government of Sudan (COS) and Ihe Sudan Peoples Liberation Movcmeni/Army (SPI,M/A);",SSD,SDN,626,625,309,,,836,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Sri Lanka,Government/territory,114,Sri Lanka LTTE 2002 onward process,Asia and Pacific,1273,1,Advisor Appointed for the Sub-committee on Gender Issues in the Sri Lanka Peace Process,2003,05/02/2003,Unilateral document,1,2023,InterIntra,Pre,PreOth,"Norwegian Government unilateral announcement, but in response to request by Government of Sri Lanka; Liberation Tigers of Tamil Eelam (LTTE.",,,LKA,,780,,352,,,835,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sri Lanka,Government/territory,114,Sri Lanka LTTE 2002 onward process,Asia and Pacific,1274,1,On 7 February an incident on a Sea Tiger vessel near the Delft islands resulted in the tragic loss of three lives,2003,07/02/2003,Multiparty signed/agreed,1,988,Intra,Pre,Conf,Government of Sri Lanka; Liberation Tigers of Tamil Eelam,Royal Government of Norway,,LKA,,780,,352,,,835,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Sri Lanka,Government,114,Sri Lanka LTTE 2002 onward process,Asia and Pacific,1162,1,Action Plan to Address the Problem of Underage Recruitment,2003,07/02/2003,Multiparty signed/agreed,2,2193,Intra,Pre,Conf,"GOSL Delegation:
Hon. G.L. Peiris
Hon. Milinda Moragoda
Hon. Rauf Hakeem
Ambassador Bernard Goonetilleke. 
    
LTTE Delegation:
Mr. Anton Balasingham
Mr. S.P. Tamilselvan
Mr. Muralitharan (Karuna)
Mrs. Adele Balasingham.","Norwegian Facilitators:  
Deputy Minister of Foreign Affairs Vidar Helgesen, 
Ambassador Jon Westborg 
Mr. Erik Solheim.",,LKA,,780,,352,,,835,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Sri Lanka,Government/territory,114,Sri Lanka LTTE 2002 onward process,Asia and Pacific,1275,1,Press release by Royal Norwegian Government,2003,08/02/2003,Multiparty signed/agreed,2,4956,Intra,Pre,PreMix,Government of Sri Lanka (GOSL); Liberation Tigers of Tamil Eelam,Royal Government of Norway,,LKA,,780,,352,,,835,No,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Sri Lanka,Government/territory,114,Sri Lanka LTTE 2002 onward process,Asia and Pacific,1280,1,Human Rights issues relating to the peace process,2003,08/02/2003,Multiparty signed/agreed,7,15807,Intra,Pre,Conf,Government of Sri Lanka; Liberation Tigers of Tamil Eelam (LTTE),Norway,,LKA,,780,,352,,,835,No,3,1,0,1,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,1,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1
Democratic Republic of Congo/Uganda,Government,28,DRC: Second Congo war process,Africa (excl MENA),1193,1,"Amendement de l’accord signé entre la RDC et l’Ouganda à Luanda, Angola, le 06/09/2002",2003,10/02/2003,Multiparty signed/agreed,2,1941,InterIntra,Imp,ImpMod,"James WAPAKHABULO						
Third Deputy Prime Minister and 				
Minister of Foreign Affairs of Uganda 	
			
Leonard She OKITUNDU
Minister of Foreign Affairs and International Cooperation of DRC","Witness:
S.E. Joāo MIRANDA
Minister of Exterior Relations of Angola",#NAME?,COD,,490,,283,,,905,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Democratic Republic of Congo/Uganda,Government,28,DRC: Second Congo war process,Africa (excl MENA),1236,1,Communiqué conjoint du sommet consultatif entre les chefs d’Etat S.E. Joseph Kabila de la RDC et S.E. Yoweri Kaguta Museveni de l’Ouganda,2003,10/02/2003,Multiparty signed/agreed,1,2689,InterIntra,Imp,ExtSub,"[unsigned]
Their Excellencies Joseph KABILA of the Democratic Republic of Congo (DRC) and Yoweri K. MUSEVENI of the Republic of Uganda","- The Government of the Republic of Angola was represented by Joāo MIRRANDA, Minister of Foreign Affairs;
- ... thanked His Excellency Benjamin W. MKAPA, the government and the people of Tanzania for their warm welcome and hospitality.","- The Luanda Agreement signed in Luanda, Angola, on September 6, 2002",COD,,490,,283,,,905,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
India/(Bodoland),Government/territory,50,India Bodoland peace process,Asia and Pacific,652,1,Memorandum of Settlement on Bodoland Territorial Council,2003,10/02/2003,Multiparty signed/agreed,7,18450,Intra,SubPar,MultIss,"(Hagrama Basumatary) Chairman, Bodo Liberation Tigers
(P K Dutta) Chief Secretary, Govt. of Assam
(R C A Jain, Secretary (BM), Ministry of Home Affairs, Government of India","Signed on 10th February, 2003 at New Delhi in the presence of Shri L.K. Advani, Hon’ble Deputy Prime Minister of India and Shri Tarum Gogoi, Chief Minister of Assam.",,IND,,750,,421,,,,Yes,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,1,0,3,0,0,1,0,3,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,2,0,0,0,0,0,0,2,1,0,1,3,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,3,0,1,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,2,1,2,0,1,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Sri Lanka,Government/territory,114,Sri Lanka LTTE 2002 onward process,Asia and Pacific,1276,1,Meeting of the sub-committee on immediate humanitarian and rehabilitation needs in the North and East (SIHRN),2003,28/02/2003,Multiparty signed/agreed,2,3179,Intra,Pre,Proc,"Government of Sri Lanka, headed by Mr. Bernard Goonetilleke; Liberation Tigers of Tamil Eelam, headed by Mr. Tamilselvan","Royal Government of Norway, represented by Ambassador Jon Westberg; Ambassador Seiichro Otsuka of Japan participated on behalf of Mr. Yasushi Akashi, principal advisor to the Sub-Committee",,LKA,,780,,352,,,835,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Democratic Republic of Congo,Government,28,DRC: Second Congo war process,Africa (excl MENA),455,1,"Mémorandum sur le Mécanisme pour la formation d'une Armée Nationale, Restructurée et Intégrée",2003,06/03/2003,Multiparty signed/agreed,3,4934,Intra,SubPar,Iss,"There is no signing parties on the document, presumably the same as for the global and inclusive agreement it refers to.",,#NAME?,COD,,490,,283,,,905,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
Sri Lanka,Government/territory,114,Sri Lanka LTTE 2002 onward process,Asia and Pacific,1277,1,First meeting of the sub-committee on gender issues (SGI) held in Kilinochchi,2003,06/03/2003,Multiparty signed/agreed,2,3480,Intra,Pre,PreMix,"Government of Sri Lanka, represented by Dr. Kumari Jayawardena, Dr. Deepika Udagama, Dr. Fazeela M. Riyaz, Ms. Kumundi Samuel, Ms. Faizun Zackariya;

LTTE, represented by Ms. Thamilini Subramaniam, Ms. Kaaya Somasundram, Ms. Premila Somasyndram, Ms. Suthamathy Sanmugarajah, Ms. Yalisai Balasingham","Norwegian Government facilitator, Dr. Astrid N. Heiberg",Terms of Reference,LKA,,780,,352,,,835,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
